recall_id,organization,product_name,issue,category,updated_at,data_received_at
62840,Health Canada,,COVID,Health product - Natural health products,2021-09-16,2024-05-29 02:56:22.777816
62982,Canadian Food Inspection Agency,,Egg,Food,2021-09-16,2024-05-29 02:56:22.777816
62833,Health Canada,,Product safety,Health product - Drugs,2021-09-16,2024-05-29 02:56:22.777816
62891,Health Canada,,Product safety,Health product - Natural health products,2021-09-15,2024-05-29 02:56:22.777816
62980,Canadian Food Inspection Agency,,,Food,2021-09-15,2024-05-29 02:56:22.777816
62831,Health Canada,,,Consumer product - Toys and games,2021-09-15,2024-05-29 02:56:22.777816
65318,Transport Canada,RV Trailer recalled by AIRSTREAM,Other,Vehicles - RV Trailer,2021-09-14,2024-05-29 02:56:22.777816
65312,Transport Canada,SUV recalled by MERCEDES-BENZ,Label,Vehicles - SUV,2021-09-14,2024-05-29 02:56:22.777816
62832,Health Canada,,Medical devices,Health product - Medical device,2021-09-14,2024-05-29 02:56:22.777816
62847,Health Canada,,Product safety,Health product - Drugs,2021-09-13,2024-05-29 02:56:22.777816
62829,Health Canada,,,Consumer product - Household items,2021-09-13,2024-05-29 02:56:22.777816
62821,Health Canada,,,Consumer product - Appliances,2021-09-13,2024-05-29 02:56:22.777816
62820,Health Canada,,Medical devices,Health product - Medical device,2021-09-10,2024-05-29 02:56:22.777816
62979,Canadian Food Inspection Agency,,Listeria,Food,2021-09-10,2024-05-29 02:56:22.777816
62397,Health Canada,,,Consumer product - Sports and fitness,2021-09-10,2024-05-29 02:56:22.777816
65315,Transport Canada,Car recalled by MASERATI,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2021-09-10,2024-05-29 02:56:22.777816
65405,Transport Canada,Motorhome recalled by NEWMAR,Other,Vehicles - Motorhome,2021-09-10,2024-05-29 02:56:22.777816
62819,Health Canada,,Medical devices,Health product - Medical device,2021-09-10,2024-05-29 02:56:22.777816
62822,Health Canada,,Medical devices,Health product - Medical device,2021-09-10,2024-05-29 02:56:22.777816
62817,Health Canada,,Medical devices,Health product - Medical device,2021-09-10,2024-05-29 02:56:22.777816
62825,Health Canada,,Medical devices,Health product - Medical device,2021-09-10,2024-05-29 02:56:22.777816
62824,Health Canada,,Medical devices,Health product - Medical device,2021-09-10,2024-05-29 02:56:22.777816
62826,Health Canada,,Flammability hazard,Consumer product - Toys and games,2021-09-09,2024-05-29 02:56:22.777816
62818,Health Canada,Rattlesnake Egg - Singing magnets.,Ingestion hazard,Consumer product - Toys and games,2021-09-09,2024-05-29 02:56:22.777816
62752,Health Canada,,Fall hazard,Consumer product - Sports and fitness,2021-09-09,2024-05-29 02:56:22.777816
65324,Transport Canada,Truck - Med. & H.D. recalled by MACK,Brakes,Vehicles - Truck - Med. & H.D.,2021-09-09,2024-05-29 02:56:22.777816
62843,Health Canada,,Product safety,Health product - Drugs,2021-09-09,2024-05-29 02:56:22.777816
62814,Health Canada,,,Consumer product - Household items,2021-09-08,2024-05-29 02:56:22.777816
62816,Health Canada,,Medical devices,Health product - Medical device,2021-09-08,2024-05-29 02:56:22.777816
62978,Canadian Food Inspection Agency,,Sesame seeds,Food,2021-09-08,2024-05-29 02:56:22.777816
62977,Canadian Food Inspection Agency,,Listeria,Food,2021-09-08,2024-05-29 02:56:22.777816
62976,Canadian Food Inspection Agency,,Listeria,Food,2021-09-07,2024-05-29 02:56:22.777816
65332,Transport Canada,Car recalled by SUBARU,Suspension,Vehicles - Car,2021-09-07,2024-05-29 02:56:22.777816
65373,Transport Canada,Motorhome recalled by FOREST RIVER,Fuel Supply,Vehicles - Motorhome,2021-09-07,2024-05-29 02:56:22.777816
62975,Canadian Food Inspection Agency,,Listeria,Food,2021-09-06,2024-05-29 02:56:22.777816
68101,Transport Canada,Car recalled by TOYOTA,Electrical,Vehicles - Car,2021-09-03,2024-05-29 02:56:22.777816
62812,Health Canada,,,Consumer product - Chemicals,2021-09-03,2024-05-29 02:56:22.777816
65340,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Structure,Vehicles - School Bus,2021-09-03,2024-05-29 02:56:22.777816
62828,Health Canada,,Product safety,Health product - Natural health products,2021-09-03,2024-05-29 02:56:22.777816
67487,Transport Canada,Motorcycle recalled by POLARIS,Brakes,Vehicles - Motorcycle,2021-09-02,2024-05-29 02:56:22.777816
66987,Transport Canada,Motorcycle recalled by POLARIS,Brakes,Vehicles - Motorcycle,2021-09-02,2024-05-29 02:56:22.777816
62813,Health Canada,,Product safety,Health product - Natural health products,2021-09-02,2024-05-29 02:56:22.777816
66915,Transport Canada,Equipment recalled by POLARIS,Accessories,Vehicles - Equipment,2021-09-02,2024-05-29 02:56:22.777816
69564,Transport Canada,Motorhome recalled by KZ  RECREATIONAL VEHICLES,Accessories,"Vehicles - Motorhome, Vehicles - RV Trailer",2021-09-01,2024-05-29 02:56:22.777816
68142,Transport Canada,Motorhome recalled by TRIPLE E,Accessories,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
69294,Transport Canada,Motorhome recalled by TRIPLE E,Electrical,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
69270,Transport Canada,Motorhome recalled by TRIPLE E,Accessories,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
68719,Transport Canada,Motorhome recalled by TRIPLE E,Accessories,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
66368,Transport Canada,Motorhome recalled by TRIPLE E,Electrical,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
68651,Transport Canada,Motorhome recalled by TRIPLE E,Accessories,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
67225,Transport Canada,Motorhome recalled by TRIPLE E,Accessories,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
68450,Transport Canada,Motorhome recalled by TRIPLE E,Electrical,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
68156,Transport Canada,Motorhome recalled by TRIPLE E,Structure,"Vehicles - Motorhome, Vehicles - RV Chassis",2021-09-01,2024-05-29 02:56:22.777816
62806,Health Canada,,Laceration hazard,Consumer product - Household items,2021-09-01,2024-05-29 02:56:22.777816
68303,Transport Canada,Motorhome recalled by TRIPLE E,Label,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
66425,Transport Canada,Motorhome recalled by TRIPLE E,Accessories,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
64447,Health Canada,Rotatable Fusion Blades,Performance issue,Health product - Medical device - General and plastic surgery,2021-09-01,2024-05-29 02:56:22.777816
70552,Transport Canada,Motorhome recalled by TRIPLE E,Lights And Instruments,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
65333,Transport Canada,RV Trailer recalled by KZ  RECREATIONAL VEHICLES,Accessories,Vehicles - RV Trailer,2021-09-01,2024-05-29 02:56:22.777816
67880,Transport Canada,Motorhome recalled by TRIPLE E,Seats And Restraints,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
70143,Transport Canada,Motorhome recalled by TRIPLE E,Lights And Instruments,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
67494,Transport Canada,Motorhome recalled by TRIPLE E,Electrical,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
64448,Health Canada,Xps System-Blades,Performance issue,"Health product - Medical device - Ear, nose and throat",2021-09-01,2024-05-29 02:56:22.777816
67945,Transport Canada,Motorhome recalled by TRIPLE E,Electrical,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
67128,Transport Canada,Motorhome recalled by TRIPLE E,Electrical,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
65521,Transport Canada,Motorhome recalled by TRIPLE E,Structure,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
66955,Transport Canada,Motorhome recalled by TRIPLE E,Electrical,Vehicles - Motorhome,2021-09-01,2024-05-29 02:56:22.777816
62808,Health Canada,,Medical devices,Health product - Medical device,2021-08-31,2024-05-29 02:56:22.777816
62827,Health Canada,,COVID,Health product - Natural health products,2021-08-31,2024-05-29 02:56:22.777816
65334,Transport Canada,Tire recalled by COOPER TIRE,Tires,Vehicles - Tire,2021-08-31,2024-05-29 02:56:22.777816
62807,Health Canada,,Medical devices,Health product - Medical device,2021-08-31,2024-05-29 02:56:22.777816
65338,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,Vehicles - Car,2021-08-31,2024-05-29 02:56:22.777816
65339,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,Vehicles - SUV,2021-08-31,2024-05-29 02:56:22.777816
65341,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Vehicles - School Bus,2021-08-31,2024-05-29 02:56:22.777816
67756,Transport Canada,Heavy Trailer recalled by TRIPLE E,Accessories,"Vehicles - Heavy Trailer, Vehicles - Light Trailer, Vehicles - Motorhome, Vehicles - RV Trailer",2021-08-31,2024-05-29 02:56:22.777816
70156,Transport Canada,Motorhome recalled by TRIPLE E,Lights And Instruments,Vehicles - Motorhome,2021-08-31,2024-05-29 02:56:22.777816
62810,Health Canada,,Product safety,Health product - Drugs,2021-08-30,2024-05-29 02:56:22.777816
62802,Health Canada,,,Consumer product - Household items,2021-08-30,2024-05-29 02:56:22.777816
62972,Canadian Food Inspection Agency,,Listeria,Food,2021-08-30,2024-05-29 02:56:22.777816
62973,Canadian Food Inspection Agency,,Listeria,Food,2021-08-30,2024-05-29 02:56:22.777816
65343,Transport Canada,Light Truck & Van recalled by FORD,Seats And Restraints,Vehicles - Light Truck & Van,2021-08-27,2024-05-29 02:56:22.777816
65344,Transport Canada,SUV recalled by FORD,Airbag,Vehicles - SUV,2021-08-27,2024-05-29 02:56:22.777816
65346,Transport Canada,SUV recalled by VOLKSWAGEN,Fuel Supply,Vehicles - SUV,2021-08-27,2024-05-29 02:56:22.777816
65347,Transport Canada,Car recalled by GENERAL MOTORS,Seats And Restraints,Vehicles - Car,2021-08-27,2024-05-29 02:56:22.777816
62805,Health Canada,,Product safety,Health product - Drugs,2021-08-27,2024-05-29 02:56:22.777816
62800,Health Canada,,Flammability hazard,Consumer product - Toys and games,2021-08-27,2024-05-29 02:56:22.777816
62798,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-08-27,2024-05-29 02:56:22.777816
62797,Health Canada,,Medical devices,Health product - Medical device,2021-08-27,2024-05-29 02:56:22.777816
65344,Transport Canada,SUV recalled by FORD,Airbag,Vehicles - SUV,2021-08-27,2024-05-29 02:56:22.777816
65346,Transport Canada,SUV recalled by VOLKSWAGEN,Fuel Supply,Vehicles - SUV,2021-08-27,2024-05-29 02:56:22.777816
65347,Transport Canada,Car recalled by GENERAL MOTORS,Seats And Restraints,Vehicles - Car,2021-08-27,2024-05-29 02:56:22.777816
62800,Health Canada,,Flammability hazard,Consumer product - Toys and games,2021-08-27,2024-05-29 02:56:22.777816
62798,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-08-27,2024-05-29 02:56:22.777816
62805,Health Canada,,Product safety,Health product - Drugs,2021-08-27,2024-05-29 02:56:22.777816
65841,Transport Canada,Motorhome recalled by JAYCO,Structure,"Vehicles - Motorhome, Vehicles - RV Trailer",2021-08-26,2024-05-29 02:56:22.777816
66213,Transport Canada,Motorhome recalled by JAYCO,Structure,Vehicles - Motorhome,2021-08-26,2024-05-29 02:56:22.777816
66105,Transport Canada,Motorhome recalled by JAYCO,Airbag,Vehicles - Motorhome,2021-08-26,2024-05-29 02:56:22.777816
62799,Health Canada,,Burn hazard,Consumer product - Household items,2021-08-26,2024-05-29 02:56:22.777816
66872,Transport Canada,Motorcycle recalled by TRIUMPH,Accessories,Vehicles - Motorcycle,2021-08-26,2024-05-29 02:56:22.777816
66986,Transport Canada,Motorcycle recalled by TRIUMPH,Engine,Vehicles - Motorcycle,2021-08-26,2024-05-29 02:56:22.777816
62804,Health Canada,,Product safety,Health product - Drugs,2021-08-26,2024-05-29 02:56:22.777816
62969,Canadian Food Inspection Agency,,Listeria,Food,2021-08-26,2024-05-29 02:56:22.777816
62767,Health Canada,,,Consumer product - Toys and games,2021-08-25,2024-05-29 02:56:22.777816
62790,Health Canada,,,Health product - Drugs,2021-08-24,2024-05-29 02:56:22.777816
62967,Canadian Food Inspection Agency,,Listeria,Food,2021-08-24,2024-05-29 02:56:22.777816
62787,Health Canada,,Medical devices,Health product - Medical device,2021-08-24,2024-05-29 02:56:22.777816
62786,Health Canada,,Medical devices,Health product - Medical device,2021-08-24,2024-05-29 02:56:22.777816
62785,Health Canada,,Medical devices,Health product - Medical device,2021-08-24,2024-05-29 02:56:22.777816
62784,Health Canada,,Medical devices,Health product - Medical device,2021-08-24,2024-05-29 02:56:22.777816
65342,Transport Canada,Car recalled by TOYOTA,Brakes,Vehicles - Car,2021-08-24,2024-05-29 02:56:22.777816
62783,Health Canada,,,Consumer product - Toys and games,2021-08-23,2024-05-29 02:56:22.777816
62965,Canadian Food Inspection Agency,,Salmonella,Food,2021-08-23,2024-05-29 02:56:22.777816
65356,Transport Canada,SUV recalled by MERCEDES-BENZ,Airbag,Vehicles - SUV,2021-08-23,2024-05-29 02:56:22.777816
65355,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Vehicles - Car,2021-08-23,2024-05-29 02:56:22.777816
62963,Canadian Food Inspection Agency,,Listeria,Food,2021-08-20,2024-05-29 02:56:22.777816
62964,Canadian Food Inspection Agency,,Extraneous Material,Food,2021-08-20,2024-05-29 02:56:22.777816
62970,Canadian Food Inspection Agency,,Egg,Food,2021-08-20,2024-05-29 02:56:22.777816
65350,Transport Canada,Heavy Trailer recalled by MIDLAND,Suspension,Vehicles - Heavy Trailer,2021-08-20,2024-05-29 02:56:22.777816
62811,Health Canada,,Product safety,Health product - Drugs,2021-08-20,2024-05-29 02:56:22.777816
66577,Transport Canada,Three Wheeled Vehicle recalled by POLARIS,Electrical,Vehicles - Three Wheeled Vehicle,2021-08-20,2024-05-29 02:56:22.777816
62788,Health Canada,,Product safety,Health product - Drugs,2021-08-20,2024-05-29 02:56:22.777816
65352,Transport Canada,SUV recalled by BMW,Label,Vehicles - SUV,2021-08-20,2024-05-29 02:56:22.777816
62776,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
70751,Transport Canada,Equipment recalled by MIDLAND,Other,"Vehicles - Equipment, Vehicles - Heavy Trailer",2021-08-19,2024-05-29 02:56:22.777816
62778,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62779,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62780,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62771,Health Canada,,"COVID, Medical devices",Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62781,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62782,Health Canada,,"Medical devices, Product safety",Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62801,Health Canada,,COVID,Health product - Natural health products,2021-08-19,2024-05-29 02:56:22.777816
62772,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62773,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62774,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62777,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
62775,Health Canada,,Medical devices,Health product - Medical device,2021-08-19,2024-05-29 02:56:22.777816
65437,Transport Canada,Car recalled by KIA,Engine,Vehicles - Car,2021-08-18,2024-05-29 02:56:22.777816
62727,Health Canada,,,Consumer product - Tools and accessories,2021-08-18,2024-05-29 02:56:22.777816
62960,Canadian Food Inspection Agency,,Sesame seeds,Food,2021-08-18,2024-05-29 02:56:22.777816
62768,Health Canada,,Laceration hazard,Consumer product - Sports and fitness,2021-08-18,2024-05-29 02:56:22.777816
62765,Health Canada,,,Consumer product - Sports and fitness,2021-08-18,2024-05-29 02:56:22.777816
62962,Canadian Food Inspection Agency,,Salmonella,Food,2021-08-18,2024-05-29 02:56:22.777816
62961,Canadian Food Inspection Agency,,Mustard,Food,2021-08-18,2024-05-29 02:56:22.777816
66178,Transport Canada,A.T.V. recalled by CANADIAN MOTOR IMPORT INC.,Engine,Vehicles - A.T.V.,2021-08-17,2024-05-29 02:56:22.777816
62769,Health Canada,,Medical devices,Health product - Medical device,2021-08-17,2024-05-29 02:56:22.777816
62770,Health Canada,,Medical devices,Health product - Medical device,2021-08-17,2024-05-29 02:56:22.777816
65368,Transport Canada,SUV recalled by VOLKSWAGEN,Electrical,Vehicles - SUV,2021-08-17,2024-05-29 02:56:22.777816
65377,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2021-08-17,2024-05-29 02:56:22.777816
65467,Transport Canada,SUV recalled by GENERAL MOTORS,Suspension,Vehicles - SUV,2021-08-17,2024-05-29 02:56:22.777816
66862,Transport Canada,SUV recalled by BMW,Airbag,Vehicles - SUV,2021-08-16,2024-05-29 02:56:22.777816
65375,Transport Canada,Car recalled by MCLAREN,Brakes,Vehicles - Car,2021-08-13,2024-05-29 02:56:22.777816
62764,Health Canada,,"Medical devices, Product safety",Health product - Medical device,2021-08-13,2024-05-29 02:56:22.777816
62966,Canadian Food Inspection Agency,,Extraneous Material,Food,2021-08-13,2024-05-29 02:56:22.777816
65378,Transport Canada,Car recalled by MASERATI,Label,Vehicles - Car,2021-08-13,2024-05-29 02:56:22.777816
62761,Health Canada,,,Consumer product - Household items,2021-08-13,2024-05-29 02:56:22.777816
65386,Transport Canada,Car recalled by BMW,Brakes,"Vehicles - Car, Vehicles - SUV",2021-08-13,2024-05-29 02:56:22.777816
65389,Transport Canada,SUV recalled by VOLKSWAGEN,Airbag,Vehicles - SUV,2021-08-13,2024-05-29 02:56:22.777816
62974,Canadian Food Inspection Agency,,Listeria,Food,2021-08-13,2024-05-29 02:56:22.777816
62959,Canadian Food Inspection Agency,,Listeria,Food,2021-08-13,2024-05-29 02:56:22.777816
62280,Health Canada,,,Consumer product - Sports and fitness,2021-08-12,2024-05-29 02:56:22.777816
65576,Transport Canada,Motorcycle recalled by DUCATI,Brakes,Vehicles - Motorcycle,2021-08-12,2024-05-29 02:56:22.777816
62760,Health Canada,Nico SeeWonder Magnetic Rattle Snake Eggs.,Ingestion hazard,Consumer product - Toys and games,2021-08-12,2024-05-29 02:56:22.777816
66706,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Suspension,Vehicles - Truck - Med. & H.D.,2021-08-12,2024-05-29 02:56:22.777816
66604,Transport Canada,Truck - Med. & H.D. recalled by EMERGENCY ONE,Electrical,Vehicles - Truck - Med. & H.D.,2021-08-12,2024-05-29 02:56:22.777816
65372,Transport Canada,Car recalled by MERCEDES-BENZ,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2021-08-11,2024-05-29 02:56:22.777816
65394,Transport Canada,SUV recalled by MITSUBISHI,Seats And Restraints,Vehicles - SUV,2021-08-11,2024-05-29 02:56:22.777816
65380,Transport Canada,Car recalled by PORSCHE,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2021-08-11,2024-05-29 02:56:22.777816
62755,Health Canada,,Physical hazard,Consumer product - Household items,2021-08-11,2024-05-29 02:56:22.777816
65379,Transport Canada,Car recalled by VOLKSWAGEN,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2021-08-11,2024-05-29 02:56:22.777816
65383,Transport Canada,SUV recalled by LAMBORGHINI,Seats And Restraints,Vehicles - SUV,2021-08-11,2024-05-29 02:56:22.777816
65505,Transport Canada,SUV recalled by LAND ROVER,Lights And Instruments,Vehicles - SUV,2021-08-11,2024-05-29 02:56:22.777816
65381,Transport Canada,SUV recalled by BENTLEY,Seats And Restraints,Vehicles - SUV,2021-08-11,2024-05-29 02:56:22.777816
62749,Health Canada,,Laceration hazard,Consumer product - Household items,2021-08-10,2024-05-29 02:56:22.777816
62756,Health Canada,,Medical devices,Health product - Medical device,2021-08-10,2024-05-29 02:56:22.777816
62759,Health Canada,,Medical devices,Health product - Medical device,2021-08-10,2024-05-29 02:56:22.777816
62958,Canadian Food Inspection Agency,,Mustard,Food,2021-08-10,2024-05-29 02:56:22.777816
62757,Health Canada,,Medical devices,Health product - Medical device,2021-08-10,2024-05-29 02:56:22.777816
62758,Health Canada,,Medical devices,Health product - Medical device,2021-08-10,2024-05-29 02:56:22.777816
66253,Transport Canada,RV Trailer recalled by HEARTLAND,Structure,Vehicles - RV Trailer,2021-08-10,2024-05-29 02:56:22.777816
65721,Transport Canada,Car recalled by VOLKSWAGEN,Airbag,"Vehicles - Car, Vehicles - SUV",2021-08-09,2024-05-29 02:56:22.777816
66385,Transport Canada,Minivan recalled by KIA,Fuel Supply,Vehicles - Minivan,2021-08-09,2024-05-29 02:56:22.777816
65959,Transport Canada,Motorhome recalled by JAYCO,Engine,Vehicles - Motorhome,2021-08-09,2024-05-29 02:56:22.777816
62745,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
66315,Transport Canada,Motorcycle recalled by KTM,Brakes,Vehicles - Motorcycle,2021-08-06,2024-05-29 02:56:22.777816
65723,Transport Canada,Motorcycle recalled by KTM,Engine,Vehicles - Motorcycle,2021-08-06,2024-05-29 02:56:22.777816
62746,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
62747,Health Canada,Magnet Game Set assorted-12 pieces,Ingestion hazard,Consumer product - Toys and games,2021-08-06,2024-05-29 02:56:22.777816
62742,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
65585,Transport Canada,Motorcycle recalled by DUCATI,Brakes,Vehicles - Motorcycle,2021-08-06,2024-05-29 02:56:22.777816
62751,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
65579,Transport Canada,SUV recalled by PORSCHE,Engine,Vehicles - SUV,2021-08-06,2024-05-29 02:56:22.777816
62754,Health Canada,,COVID,Health product - Biologic or vaccine,2021-08-06,2024-05-29 02:56:22.777816
65765,Transport Canada,Competition Vehicle recalled by KTM,Powertrain,Vehicles - Competition Vehicle,2021-08-06,2024-05-29 02:56:22.777816
66358,Transport Canada,Motorcycle recalled by KTM,Fuel Supply,Vehicles - Motorcycle,2021-08-06,2024-05-29 02:56:22.777816
65844,Transport Canada,Competition Vehicle recalled by KTM,Electrical,Vehicles - Competition Vehicle,2021-08-06,2024-05-29 02:56:22.777816
62744,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
65391,Transport Canada,Motorcycle recalled by KAWASAKI,Engine,Vehicles - Motorcycle,2021-08-06,2024-05-29 02:56:22.777816
65398,Transport Canada,SUV recalled by LAND ROVER,Other,Vehicles - SUV,2021-08-06,2024-05-29 02:56:22.777816
62730,Health Canada,,Chemical hazard,Consumer product - Toys and games,2021-08-06,2024-05-29 02:56:22.777816
62732,Health Canada,,,Consumer product - Household items,2021-08-06,2024-05-29 02:56:22.777816
62733,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
62957,Canadian Food Inspection Agency,,Mustard,Food,2021-08-06,2024-05-29 02:56:22.777816
62735,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
67017,Transport Canada,Motorcycle recalled by KTM,Fuel Supply,Vehicles - Motorcycle,2021-08-06,2024-05-29 02:56:22.777816
62736,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
62737,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
65412,Transport Canada,Truck - Med. & H.D. recalled by DANA LAVAL ULC,Electrical,Vehicles - Truck - Med. & H.D.,2021-08-06,2024-05-29 02:56:22.777816
62738,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
62739,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
62740,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
62741,Health Canada,,Medical devices,Health product - Medical device,2021-08-06,2024-05-29 02:56:22.777816
65630,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Vehicles - School Bus,2021-08-05,2024-05-29 02:56:22.777816
62750,Health Canada,Model 520 Firepots by Combi Inc,Labelling and packaging,Consumer product - Chemicals,2021-08-05,2024-05-29 02:56:22.777816
66038,Transport Canada,A.T.V. recalled by CANADIAN MOTOR IMPORT INC.,Engine,Vehicles - A.T.V.,2021-08-05,2024-05-29 02:56:22.777816
65684,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Powertrain,Vehicles - Truck - Med. & H.D.,2021-08-05,2024-05-29 02:56:22.777816
65646,Transport Canada,SUV recalled by GENERAL MOTORS,Airbag,Vehicles - SUV,2021-08-04,2024-05-29 02:56:22.777816
65582,Transport Canada,Truck - Med. & H.D. recalled by ROSENBAUER,Fuel Supply,Vehicles - Truck - Med. & H.D.,2021-08-04,2024-05-29 02:56:22.777816
66403,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Brakes,Vehicles - Truck - Med. & H.D.,2021-08-04,2024-05-29 02:56:22.777816
62955,Canadian Food Inspection Agency,Repackaged Cahill's brand Original Irish Porter Cheese,Listeria,Food - Dairy,2021-08-04,2024-05-29 02:56:22.777816
62956,Canadian Food Inspection Agency,,,Food,2021-08-04,2024-05-29 02:56:22.777816
62522,Health Canada,,Fire hazard,Consumer product - Household items,2021-08-04,2024-05-29 02:56:22.777816
62971,Canadian Food Inspection Agency,,Milk,Food,2021-08-04,2024-05-29 02:56:22.777816
66375,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Brakes,Vehicles - Truck - Med. & H.D.,2021-08-03,2024-05-29 02:56:22.777816
62952,Canadian Food Inspection Agency,,Listeria,Food,2021-08-03,2024-05-29 02:56:22.777816
65793,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Powertrain,Vehicles - Truck - Med. & H.D.,2021-08-03,2024-05-29 02:56:22.777816
62968,Canadian Food Inspection Agency,,Milk,Food,2021-08-03,2024-05-29 02:56:22.777816
65995,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Powertrain,Vehicles - Truck - Med. & H.D.,2021-08-03,2024-05-29 02:56:22.777816
62728,Health Canada,,Choking hazard,Consumer product - Toys and games,2021-08-03,2024-05-29 02:56:22.777816
65541,Transport Canada,Car recalled by TESLA,Brakes,"Vehicles - Car, Vehicles - SUV",2021-08-02,2024-05-29 02:56:22.777816
65454,Transport Canada,Light Truck & Van recalled by GENERAL MOTORS,Electrical,Vehicles - Light Truck & Van,2021-08-02,2024-05-29 02:56:22.777816
65922,Transport Canada,Truck - Med. & H.D. recalled by ROSENBAUER,Structure,Vehicles - Truck - Med. & H.D.,2021-08-02,2024-05-29 02:56:22.777816
62951,Canadian Food Inspection Agency,,Listeria,Food,2021-08-01,2024-05-29 02:56:22.777816
62724,Health Canada,,,Consumer product - Other,2021-07-30,2024-05-29 02:56:22.777816
65538,Transport Canada,Car recalled by TESLA,Seats And Restraints,"Vehicles - Car, Vehicles - SUV",2021-07-30,2024-05-29 02:56:22.777816
62731,Health Canada,,Product safety,Health product - Drugs,2021-07-30,2024-05-29 02:56:22.777816
